"isxn"	"titulo17"	"q17"
"22386114"	"REVISTA ELETRÔNICA DO TRIBUNAL REGIONAL DO TRABALHO DO PARANÁ"	"C"
"19841604"	"REVISTA ELETRÔNICA DO VESTIBULAR"	"C"
"21765804"	"REVISTA ELETRÔNICA DOCUMENTO/MONUMENTO"	"B3"
"21774641"	"REVISTA ELETRÔNICA DON DOMÊNICO"	"C"
"22361170"	"REVISTA ELETRÔNICA EM GESTÃO, EDUCAÇÃO E TECNOLOGIA AMBIENTAL REGET-CT/UFSM"	"A4"
"23581271"	"REVISTA ELETRÔNICA ENGENHARIA VIVA"	"NP"
"2177952X"	"REVISTA ELETRÔNICA ESPAÇO TEOLÓGICO"	"NP"
"19831617"	"REVISTA ELETRÔNICA ESTÁCIO SAÚDE"	"B4"
"19840519"	"REVISTA ELETRÔNICA FRONTISTÉS"	"B4"
"19824785"	"REVISTA ELETRÔNICA GESTÃO & SAÚDE"	"B3"
"21777284"	"REVISTA ELETRÔNICA GESTÃO E SERVIÇOS"	"B1"
"19812434"	"REVISTA ELETRÔNICA HISTÓRIA EM REFLEXÃO (UFGD)"	"A3"
"25947664"	"REVISTA ELETRÔNICA INTERAÇÕES SOCIAIS"	"B4"
"22378588"	"REVISTA ELETRÔNICA JUDICARE"	"B4"
"21792275"	"REVISTA ELETRÔNICA LABVERDE"	"C"
"25272624"	"REVISTA ELETRÔNICA LUDUS SCIENTIAE"	"A3"
"21789568"	"REVISTA ELETRÔNICA MACHADO SOBRINHO"	"B3"
"19844204"	"REVISTA ELETRÔNICA MESTRADO EM ADMINISTRAÇÃO"	"B1"
"23162317"	"REVISTA ELETRÔNICA MULTIDISCIPLINAR FACEAR"	"B4"
"21766894"	"REVISTA ELETRÔNICA MUSIFAL"	"C"
"21787018"	"REVISTA ELETRÔNICA MUTAÇÕES"	"B3"
"19839006"	"REVISTA ELETRÔNICA NUTRITIME"	"C"
"25261223"	"REVISTA ELETRÔNICA OAB/RJ"	"C"
"22374779"	"REVISTA ELETRÔNICA ORGANIZAÇÕES E SOCIEDADE"	"B3"
"23169664"	"REVISTA ELETRÔNICA PAULISTA DE MATEMÁTICA"	"C"
"21783039"	"REVISTA ELETRÔNICA PEDAGOGIA EM FOCO (ITURAMA - MG)"	"A3"
"19839952"	"REVISTA ELETRÔNICA PRODUÇÃO & ENGENHARIA"	"C"
"19805969"	"REVISTA ELETRÔNICA S@ABER"	"C"
"21777748"	"REVISTA ELETRÔNICA SABERES DA EDUCAÇÃO"	"B4"
"23596074"	"REVISTA ELETRÔNICA SABERES MÚLTIPLOS"	"C"
"23167297"	"REVISTA ELETRÔNICA SALA DE AULA EM FOCO"	"B4"
"23166266"	"REVISTA ELETRÔNICA SAPERE AUDE"	"C"
"22384111"	"REVISTA ELETRÔNICA SAÚDE E CIÊNCIA"	"C"
"22381910"	"REVISTA ELETRÔNICA SCIENTIA AMAZÔNIA"	"B4"
"19840993"	"REVISTA ELETRÔNICA TECCEN"	"C"
"97296465"	"REVISTA ELO"	"B4"
"23175451"	"REVISTA ELO - DIÁLOGOS EM EXTENSÃO"	"C"
"24477648"	"REVISTA EM GESTÃO, INOVAÇÃO E SUSTENTABILIDADE"	"B4"
"19803915"	"REVISTA EMERGÊNCIA (NOVO HAMBURGO)"	"C"
"25955543"	"REVISTA EMPREENDA UNITOLEDO"	"B4"
"25951963"	"REVISTA EMPREERDER E INOVAR"	"B4"
"23596082"	"REVISTA EMREDE - REVISTA DE EDUCAÇÃO À DISTÂNCIA"	"B4"
"2177160X"	"REVISTA ENBORNAL"	"B4"
"18090583"	"REVISTA ENCICLOPÉDIA BIOSFERA"	"C"
"1983828X"	"REVISTA ENCONTROS DE VISTA"	"B3"
"25266578"	"REVISTA ENCONTROS UNIVERSITÁRIOS DA UFC"	"B4"
"16925858"	"REVISTA ENCUENTROS"	"A2"
"23173378"	"REVISTA ENFERMAGEM CONTEMPORÂNEA"	"B3"
"01043552"	"REVISTA ENFERMAGEM UERJ"	"A4"
"19985487"	"REVISTA ENFERMERÍA HEREDIANA"	"B4"
"16781813"	"REVISTA ENFOQUES (RIO DE JANEIRO)"	"A4"
"19831684"	"REVISTA ENFRENTAMENTO"	"NP"
"23580259"	"REVISTA ENGENHARIA E CONSTRUÇÃO CIVIL"	"C"
"22364757"	"REVISTA ENGRENAGEM"	"B2"
"23162341"	"REVISTA ENIAC PESQUISA"	"B2"
"21750564"	"REVISTA ENSAIOS"	"C"
"19836341"	"REVISTA ENSAIOS E DIÁLOGOS"	"C"
"21774994"	"REVISTA ENSAIOS FILOSÓFICOS"	"B3"
"24474878"	"REVISTA ENSAIOS TEOLÓGICOS"	"C"
"25948806"	"REVISTA ENSINO DE CIÊNCIAS E HUMANIDADES"	"C"
"21794510"	"REVISTA ENSINO DE GEOGRAFIA"	"B1"
"25949616"	"REVISTA ENSINO DE GEOGRAFIA (RECIFE)"	"A4"
"23171219"	"REVISTA ENTREIDEIAS: EDUCAÇÃO, CULTURA E SOCIEDADE"	"B1"
"21789479"	"REVISTA ENTRELETRAS"	"B3"
"21793948"	"REVISTA ENTRELETRAS (ARAGUAÍNA: UFT)"	"B3"
"24473529"	"REVISTA ENTRELÍNGUAS"	"A3"
"21769559"	"REVISTA ENTRE-LUGAR"	"A3"
"25953753"	"REVISTA ENTRERIOS"	"B4"
"2527080X"	"REVISTA ÉPICAS"	"B1"
"23188855"	"REVISTA EPÍGRAFE"	"B4"
"22362649"	"REVISTA EPISTEME TRANSVERSALIS"	"A4"
"25267655"	"REVISTA EPISTEMOLOGIAS DO SUL"	"B4"
"2178700X"	"REVISTA EPOS (ELETRÔNICA)"	"B2"
"21827591"	"REVISTA E-PSI"	"B2"
"23173491"	"REVISTA EQUADOR (UFPI)"	"A4"
"24465674"	"REVISTA EQUATORIAL - REVISTA DOS ALUNOS DO PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL"	"B3"
"21769524"	"REVISTA EQUILÍBRIO CORPORAL E SAÚDE"	"C"
"21754470"	"REVISTA ESASP: REVISTA CIENTÍFICA VIRTUAL DA ESCOLA SUPERIOR DE ADVOCACIA DA OAB-SP (CD-ROM)"	"C"
"23577509"	"REVISTA ESCOLA DE NEGÓCIOS"	"B4"
"16796888"	"REVISTA ESCRITA (PUCRJ. ONLINE)"	"B3"
"23590238"	"REVISTA ESCRITA DA HISTÓRIA"	"A4"
"21776288"	"REVISTA E-SCRITA: REVISTA DO CURSO DE LETRAS DA UNIABEU"	"A3"
"23167122"	"REVISTA ESFERAS"	"B1"
"18076203"	"REVISTA ESMAFE"	"C"
"21770360"	"REVISTA ESMAT"	"B3"
"21770260"	"REVISTA ESMAT"	"B3"
"24479896"	"REVISTA ESMAT (ON LINE)"	"B3"
"07198922"	"REVISTA ESPACIO Y SOCIEDAD"	"C"
"15153983"	"REVISTA ESPACIOS"	"NP"
"22361367"	"REVISTA ESPAÇO ABERTO"	"A2"
"15196186"	"REVISTA ESPAÇO ACADÊMICO (UEM)"	"A4"
"19813007"	"REVISTA ESPAÇO CIÊNCIA & SAÚDE (UNICRUZ)"	"B3"
"19831579"	"REVISTA ESPAÇO DO CURRÍCULO (ONLINE)"	"A4"
"23163011"	"REVISTA ESPAÇO LIVRE"	"NP"
"22380302"	"REVISTA ESPAÇO PEDAGÓGICO"	"A4"
"25955535"	"REVISTA ESPAÇO PÚBLICO"	"B4"
"18855857"	"REVISTA ESPAÑOLA DE CARDIOLOGÍA (INTERNET. ENGLISH ED.)"	"A4"
"11300558"	"REVISTA ESPAÑOLA DE CIRUGÍA ORAL Y MAXILOFACIAL"	"B3"
"11378875"	"REVISTA ESPAÑOLA DE DESARROLLO Y COOPERACIÓN"	"B1"
"02100614"	"REVISTA ESPAÑOLA DE DOCUMENTACIÓN CIENTÍFICA"	"A3"
"11300108"	"REVISTA ESPAÑOLA DE ENFERMEDADES DIGESTIVAS"	"B2"
"15751198"	"REVISTA ESPANOLA DE ESTUDIOS AGROSOCIALES Y PESQUEROS"	"B3"
"0211139X"	"REVISTA ESPAÑOLA DE GERIATRÍA Y GERONTOLOGÍA (ED. IMPRESA)"	"B2"
"21731292"	"REVISTA ESPAÑOLA DE NUTRICIÓN HUMANA Y DIETÉTICA (ACTIVIDAD DIETÉTICA)"	"B3"
"15750620"	"REVISTA ESPAÑOLA DE SANIDAD PENITENCIARIA"	"B1"
"15782824"	"REVISTA ESPANOLA DE SOCIOLOGIA"	"B1"
"23170611"	"REVISTA ESPINHAÇO"	"B2"
"25949721"	"REVISTA ESPIRALES"	"B4"
"23582413"	"REVISTA ESQUERDA PETISTA"	"C"
"25266918"	"REVISTA ESTAÇÃO DA LEITURA"	"C"
"19831595"	"REVISTA ESTÁCIO PAPIRUS (FESSC)"	"B4"
"24138274"	"REVISTA ESTADO Y POLÍTICAS PÚBLICAS"	"A2"
"2310550X"	"REVISTA ESTADO Y POLÍTICAS PÚBLICAS"	"A2"
"2238362X"	"REVISTA ESTÉTICA E SEMIÓTICA"	"B2"
"10194355"	"REVISTA ESTOMATOLÓGICA HEREDIANA"	"B2"
"1807426X"	"REVISTA ESTRADAS (PORTO ALEGRE)"	"C"
"21834075"	"REVISTA ESTRANHAR PESSOA"	"B1"
"00331983"	"REVISTA ESTRATÉGIA & ANÁLISE"	"NP"
"25269526"	"REVISTA ESTRATÉGIA E DESENVOLVIMENTO"	"B4"
"21838402"	"REVISTA ESTREIA DIÁLOGOS"	"C"
"25262432"	"REVISTA ESTRUTURA"	"B3"
"16593316"	"REVISTA ESTUDIOS (EN LÍNEA)"	"C"
"14059436"	"REVISTA ESTUDIOS DE GENERO LA VENTANA"	"B2"
"07196296"	"REVISTA ESTUDIOS DE POLÍTICAS PÚBLICAS"	"B3"
"24483389"	"REVISTA ESTUDOS ANGLO-AMERICANOS"	"B1"
"2525703X"	"REVISTA ESTUDOS APLICADOS EM EDUCAÇÃO"	"B2"
"21827044"	"REVISTA ESTUDOS DE JORNALISMO"	"B2"
"25959018"	"REVISTA ESTUDOS DE PLANEJAMENTO"	"B4"
"23164743"	"REVISTA ESTUDOS DE POLÍTICA"	"C"
"25947559"	"REVISTA ESTUDOS E PESQUISAS EM ADMINISTRAÇÃO"	"B4"
"21772967"	"REVISTA ESTUDOS FILOSÓFICOS"	"B4"
"21771006"	"REVISTA ESTUDOS HUM(E)ANOS"	"B3"
"24475467"	"REVISTA ESTUDOS INSTITUCIONAIS"	"B1"
"22378553"	"REVISTA ESTUDOS LEGISLATIVOS"	"C"
"21772851"	"REVISTA ESTUDOS POLÍTICOS"	"A4"
"21775788"	"REVISTA ESTUDOS UNIVERSITÁRIOS"	"B2"
"16652703"	"REVISTA ETNOBIOLOGÍA"	"A3"
"1697011X"	"REVISTA EUREKA SOBRE ENSEÑANZA Y DIVULGACIÓN DE LAS CIENCIAS"	"A1"
"23871555"	"REVISTA EUROAMERICANA DE ANTROPOLOGIA"	"B1"
"2362583X"	"REVISTA EUROLATINOAMERICANA DE DERECHO ADMINISTRATIVO"	"B3"
"07197284"	"REVISTA EUROPA DEL ESTE UNIDA"	"C"
"21740135"	"REVISTA EUROPEA DE HISTORIA DE LAS IDEAS POLÍTICAS Y DE LAS INSTITUCIONES PÚBLICAS"	"B3"
"22363165"	"REVISTA EVENTOS PEDAGÓGICOS"	"B2"
"23181001"	"REVISTA EVIDENCIAÇÃO CONTÁBIL & FINANÇAS"	"A3"
"22379460"	"REVISTA EXITUS."	"A4"
"1676045X"	"REVISTA EXPECTATIVA (IMPRESSO)"	"B2"
"22378782"	"REVISTA EXPRESSÃO CATÓLICA"	"B3"
"23578483"	"REVISTA EXPRESSÃO CATÓLICA (ONLINE)"	"B3"
"2526964X"	"REVISTA EXPRESSÃO CATÓLICA SAÚDE"	"C"
"22388710"	"REVISTA EXPRESSÃO: CULTURA UNIBRASIL"	"C"
"22366784"	"REVISTA EXTENSÃO"	"B4"
"23190566"	"REVISTA EXTENSÃO & CIDADANIA"	"B3"
"25259997"	"REVISTA EXTENSÃO E CULTURA DA UFPI"	"NP"
"21786054"	"REVISTA EXTENSÃO E SOCIEDADE"	"B4"
"2316400X"	"REVISTA EXTENSÃO EM AÇÃO"	"B2"
"22365842"	"REVISTA EXTENSÃO EM DEBATE"	"C"
"23179791"	"REVISTA EXTENSÃO EM FOCO"	"B3"
"24465151"	"REVISTA EXTENSIVA"	"C"
"22363467"	"REVISTA EXTRAPRENSA"	"B2"
"23582804"	"REVISTA FAATUAL"	"C"
"08746885"	"REVISTA FACES DE EVA. ESTUDOS SOBRE A MULHER"	"A3"
"22388524"	"REVISTA FACISA ON-LINE"	"B1"
"25262629"	"REVISTA FACTHUS DE ADMINISTRAÇÃO E GESTÃO"	"B4"
"16791851"	"REVISTA FACTUS (IMPRESSO)"	"C"
"15195104"	"REVISTA FACULDADE DE DIREITO PUCSP"	"B4"
"01216805"	"REVISTA FACULTAD DE CIENCIAS ECONÓMICAS: INVESTIGACIÓN Y REFLEXIÓN"	"B1"
"01206230"	"REVISTA FACULTAD DE INGENIERÍA UNIVERSIDAD DE ANTIOQUIA"	"B3"
"03042847"	"REVISTA FACULTAD NACIONAL DE AGRONOMIA"	"B3"
"21787476"	"REVISTA FAED - UNEMAT"	"B2"
"01047043"	"REVISTA FAEEBA"	"A2"
"19825854"	"REVISTA FAFIRE (IMPRESSO)"	"C"
"21799660"	"REVISTA FAIPE"	"C"
"19803729"	"REVISTA FAMECOS (ONLINE)"	"A2"
"23188413"	"REVISTA FAMÍLIA, CICLOS DE VIDA E SAÚDE NO CONTEXTO SOCIAL"	"B1"
"18079660"	"REVISTA FAROL"	"B4"
"24484458"	"REVISTA FATEC GUARULHOS"	"C"
"23589817"	"REVISTA FATEC SEBRAE EM DEBATE: GESTÃO, TECNOLOGIAS E NEGÓCIOS"	"B3"
"23172932"	"REVISTA FEMINISMOS"	"A4"
"2236000X"	"REVISTA FEOL"	"B3"
"19829671"	"REVISTA FERIDAS, OSTOMIAS & CIA..."	"C"
"22362037"	"REVISTA FEVEREIRO - POLÍTICA, TEORIA, CULTURA"	"B2"
"21771383"	"REVISTA FIDES"	"B1"
"21773912"	"REVISTA FILME CULTURA"	"NP"
"21769419"	"REVISTA FILOLOGIA E LINGUÍSTICA PORTUGUESA (VERSÃO ELETRÔNICA)"	"A2"
"14134675"	"REVISTA FILOSOFAZER"	"NP"
"19826613"	"REVISTA FILOSOFIA CAPITAL"	"B3"
"08720851"	"REVISTA FILOSÓFICA DE COIMBRA"	"B1"
"19841728"	"REVISTA FILOSÓFICA SÃO BOAVENTURA"	"B4"
"25267353"	"REVISTA FISIOTERAPIA & REABILITAÇÃO"	"C"
"18089569"	"REVISTA FITOS (ALANAC)"	"C"
"23594829"	"REVISTA FLAMMAE"	"C"
"05566592"	"REVISTA FLORESTAL DEL PERÚ"	"C"
"23578300"	"REVISTA FLORESTAN"	"C"
"22373853"	"REVISTA FLUMINENSE DE EXTENSÃO UNIVERSITÁRIA"	"C"
"14132966"	"REVISTA FLUMINENSE DE ODONTOLOGIA"	"C"
"22365109"	"REVISTA FOCANDO A EXTENSÃO"	"B4"
"24470120"	"REVISTA FOLHA DE ROSTO"	"B2"
"25959778"	"REVISTA FONTES DOCUMENTAIS"	"B3"
"01028413"	"REVISTA FORENSE (IMPRESSO)"	"B4"
"16786777"	"REVISTA FORENSE ELETRÔNICA (CD-ROM)"	"B4"
"22152504"	"REVISTA FORESTAL MESOAMERICANA KURU"	"B1"
"21832722"	"REVISTA FORGES"	"C"
"18065457"	"REVISTA FORMADORES (ONLINE)"	"B3"
"01212559"	"REVISTA FORO"	"C"
"25267507"	"REVISTA FORPROLL"	"B4"
"24466867"	"REVISTA FÓRUM"	"C"
"23190795"	"REVISTA FÓRUM DE CIÊNCIAS CRIMINAIS"	"B4"
"21761671"	"REVISTA FORUM DE DIREITO CIVIL"	"C"
"22388508"	"REVISTA FÓRUM DE DIREITO ECONÔMICO E FINANCEIRO"	"C"
"19823916"	"REVISTA FÓRUM IDENTIDADES"	"A3"
"22384138"	"REVISTA FÓRUM TRABALHISTA"	"C"
"15186113"	"REVISTA FRONTEIRA"	"A3"
"2595962X"	"REVISTA FRONTEIRAS EM PSICOLOGIA"	"C"
"23172983"	"REVISTA FSA (FACULDADE SANTO AGOSTINHO) (ONLINE)"	"B2"
"18066356"	"REVISTA FSA: PERIÓDICO CIENTÍFICO DA FACULDADE SANTO AGOSTINHO (PRINT)"	"B2"
"21458502"	"REVISTA FUENTES EL REVENTÓN ENERGÉTICO"	"C"
"16576527"	"REVISTA FUENTES EL REVENTÓN ENERGÉTICO"	"C"
"21780668"	"REVISTA FUNDACOES & OBRAS GEOTECNICAS"	"C"
"23172754"	"REVISTA FUNDAMENTOS"	"C"
"25265628"	"REVISTA FUNEC CIENTÍFICA"	"B4"
"25269682"	"REVISTA FUNEC CIENTÍFICA - ODONTOLOGIA"	"C"
"2526897X"	"REVISTA GAE-OMAM"	"B4"
"11328932"	"REVISTA GALEGA DE EDUCACIÓN - PUBLICACIÓN DE NOVA ESCOLA GALEGA"	"B1"
"11381663"	"REVISTA GALEGO-PORTUGUESA DE PSICOLOXÍA E EDUCACIÓN"	"C"
"21828539"	"REVISTA GAMA"	"B1"
"18092586"	"REVISTA GARRAFA (PPGL/UFRJ)"	"A4"
"01026933"	"REVISTA GAÚCHA DE ENFERMAGEM (UFRGS. IMPRESSO)"	"A2"
"24470740"	"REVISTA GEAMA (ONLINE)"	"B1"
"23579854"	"REVISTA GEARTE"	"A4"
"19823266"	"REVISTA GEDECON"	"B4"
"23162236"	"REVISTA GÉFYRA"	"C"
"22370722"	"REVISTA GEINTEC: GESTÃO, INOVAÇÃO E TECNOLOGIAS"	"B2"
"21791465"	"REVISTA GEMINIS"	"A4"
"18866212"	"REVISTA GENERAL DE DERECHO CONSTITUCIONAL (INTERNET)"	"A4"
"16981189"	"REVISTA GENERAL DE DERECHO PENAL"	"B2"
"11321873"	"REVISTA GENERAL DE INFORMACIÓN Y DOCUMENTACIÓN"	"B2"
"23161108"	"REVISTA GÊNERO"	"A4"
"23581778"	"REVISTA GEOAMAZÔNIA"	"B3"
"22369716"	"REVISTA GEOARAGUAIA"	"A4"
"1981089X"	"REVISTA GEOGRAFAR (UFPR)"	"B1"
"19829760"	"REVISTA GEOGRAFIA E PESQUISA"	"B3"
"25949632"	"REVISTA GEOGRAFIA, LITERATURA E ARTE"	"B2"
"16787226"	"REVISTA GEOGRÁFICA ACADÊMICA"	"B3"
"1011484X"	"REVISTA GEOGRAFICA DE AMERICA CENTRAL (IMPRESSO)"	"C"
"22152563"	"REVISTA GEOGRAFICA DE AMERICA CENTRAL (ONLINE)"	"C"
"10121617"	"REVISTA GEOGRÁFICA VENEZOLANA"	"B3"
"22380205"	"REVISTA GEOGRAFICIDADE - UNIVERSIDADE FEDERAL FLUMINENSE"	"B1"
"25263889"	"REVISTA GEOINTERAÇÕES"	"NP"
"25950797"	"REVISTA GEOMETRIA GRÁFICA"	"B4"
"15174999"	"REVISTA GEOPANTANAL"	"B2"
"24468681"	"REVISTA GEOPANTANAL"	"B2"
"25272349"	"REVISTA GEOPOLÍTICA TRANSFRONTEIRIÇA"	"B3"
"25255703"	"REVISTA GEOSERTÕES"	"B1"
"2236255X"	"REVISTA GEOTEMAS"	"NP"
"2315028X"	"REVISTA GEOUECE"	"B4"
"24473545"	"REVISTA GEPESVIDA"	"C"
"16577027"	"REVISTA GERENCIA Y POLITICA DE SALUD"	"B3"
"16772768"	"REVISTA GERENCIAIS (UNINOVE. IMPRESSO)"	"C"
"22371095"	"REVISTA GESTÃO & POLÍTICAS PÚBLICAS"	"B4"
"19848153"	"REVISTA GESTÃO & SAÚDE (CURITIBA)"	"C"
"22388753"	"REVISTA GESTÃO & SUSTENTABILIDADE AMBIENTAL"	"B1"
"16779479"	"REVISTA GESTÃO & TECNOLOGIA"	"A3"
"25268384"	"REVISTA GESTÃO DO CONHECIMENTO E TECNOLOGIA DA INFORMAÇÃO"	"B4"
"16779762"	"REVISTA GESTÃO E CONHECIMENTO"	"B4"
"25262289"	"REVISTA GESTÃO E ORGANIZAÇÕES (REGOR)"	"B3"
"19847297"	"REVISTA GESTÃO EM ANÁLISE"	"B3"
"23593989"	"REVISTA GESTÃO EM ENGENHARIA"	"C"
"18080448"	"REVISTA GESTÃO INDUSTRIAL (ONLINE)"	"C"
"21777586"	"REVISTA GESTÃO PÚBLICA EM CURITIBA"	"C"
"21771243"	"REVISTA GESTÃO PÚBLICA: PRÁTICAS E DESAFIOS."	"B4"
"19834535"	"REVISTA GESTÃO UNIVERSITÁRIA NA AMÉRICA LATINA - GUAL"	"B1"
"24478520"	"REVISTA GESTÃO, INOVAÇÃO E NEGÓCIOS"	"C"
"23184981"	"REVISTA GESTÃO, SUSTENTABILIDADE E NEGÓCIOS"	"B4"
"23580216"	"REVISTA GESTO"	"B3"
"22384405"	"REVISTA GETEC"	"C"
"00349585"	"REVISTA GOIANA DE MEDICINA"	"C"
"25959832"	"REVISTA GPES - ESTUDOS SURDOS"	"B4"
"22363335"	"REVISTA GRADUANDO"	"B3"
"16926250"	"REVISTA GRÁFIA"	"C"
"21750157"	"REVISTA GRIFOS"	"B3"
"24479551"	"REVISTA GTLEX"	"B3"
"23162007"	"REVISTA GUARÁ"	"C"
"24469491"	"REVISTA GUARÁ"	"C"
"16453298"	"REVISTA GYMNASIUM"	"C"
"18097065"	"REVISTA HABITUS"	"B4"
"23622784"	"REVISTA HACHE"	"B2"
"25946870"	"REVISTA HADES"	"NP"
"24467154"	"REVISTA HIPÓTESE"	"B2"
"16762584"	"REVISTA HISTEDBR ON-LINE"	"A3"
"1808091X"	"REVISTA HISTÓRIA & LUTA DE CLASSES"	"B2"
"19830831"	"REVISTA HISTÓRIA (RIO DE JANEIRO)"	"C"
"19801637"	"REVISTA HISTÓRIA CATARINA"	"C"
"25223690"	"REVISTA HISTORIA DE LAS MUJERES"	"A4"
"22376569"	"REVISTA HISTÓRIA E DIVERSIDADE"	"B3"
"18063993"	"REVISTA HISTÓRIA HOJE"	"A3"
"07979282"	"REVISTA HISTORIA Y DOCENCIA"	"C"
"21761116"	"REVISTA HISTORIADOR"	"B4"
"19839685"	"REVISTA HISTORIAR"	"C"
"21763267"	"REVISTA HISTORIAR - REVISTA ELETRÔNICA DO CURSO DE HISTÓRIA UNIVERSIDADE ESTADUAL VALE DO ACARAÚ"	"B3"
"19823800"	"REVISTA HOMEM, ESPAÇO E TEMPO"	"B3"
"19847165"	"REVISTA HOMEOPATIA BRASILEIRA"	"C"
"23164808"	"REVISTA HOMINUM"	"C"
"25263846"	"REVISTA HON NO MUSHI"	"B3"
"16774400"	"REVISTA HORIZONTE TEOLÓGICO"	"C"
"2317109X"	"REVISTA HORIZONTES"	"A4"
"16768280"	"REVISTA HOSPITAL UNIVERSITÁRIO PEDRO ERNESTO (IMPRESSO)"	"C"
"1807975X"	"REVISTA HOSPITALIDADE"	"A4"
"15177602"	"REVISTA HUMANAE (RECIFE)"	"B3"
"23436441"	"REVISTA HUMANARTES (PRINT)"	"B4"
"19827547"	"REVISTA HUMANIDADES EM DIÁLOGO"	"C"
"22364358"	"REVISTA HÚMUS"	"A4"
"2447942X"	"REVISTA HYDRA"	"B1"
"2594973X"	"REVISTA ÎANDÉ: CIÊNCIAS E HUMANIDADES"	"B4"
"23581670"	"REVISTA IBDFAM"	"C"
"11353848"	"REVISTA IBEROAMERICA DE DIAGNÓSTICO Y EVALUACIÓN PSICOLÓGICA"	"A3"
"21544794"	"REVISTA IBEROAMERICANA"	"B3"
"21728801"	"REVISTA IBEROAMERICANA DE ARGUMENTACIÓN"	"A3"
"16977912"	"REVISTA IBEROAMERICANA DE AUTOMÁTICA E INFORMÁTICA INDUSTRIAL (ED. IMPRESA)"	"B3"
"25299573"	"REVISTA IBEROAMERICANA DE BIOÉTICA"	"C"
"19835213"	"REVISTA IBERO-AMERICANA DE CIÊNCIA DA INFORMAÇÃO"	"B1"
"18500013"	"REVISTA IBEROAMERICANA DE CIENCIA TECNOLOGÍA Y SOCIEDAD (EN LÍNEA)"	"A2"
"21796858"	"REVISTA IBERO-AMERICANA DE CIÊNCIAS AMBIENTAIS"	"B1"
"1696294X"	"REVISTA IBEROAMERICANA DE CONTABILIDAD DE GESTIÓN"	"B4"
"23587156"	"REVISTA IBEROAMERICANA DE DERECHO PROCESAL"	"B2"
"13902776"	"REVISTA IBEROAMERICANA DE ECONOMÍA ECOLÓGICA"	"A4"
"16815653"	"REVISTA IBEROAMERICANA DE EDUCACIÓN (ONLINE)"	"A2"
"11382783"	"REVISTA IBEROAMERICANA DE EDUCACIÓN A DISTANCIA"	"B1"
"21746915"	"REVISTA IBEROAMERICANA DE EDUCACIÓN E INVESTIGACIÓN EN ENFERMERÍA"	"B3"
"20072872"	"REVISTA IBEROAMERICANA DE EDUCACIÓN SUPERIOR (RIES)"	"A2"
"21760756"	"REVISTA IBERO-AMERICANA DE ESTRATÉGIA RIAE"	"A3"
"07191790"	"REVISTA IBEROAMERICANA DE ESTUDIOS MUNICIPALES"	"B2"
"24468606"	"REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇÃO"	"A2"
"21798419"	"REVISTA IBEROAMERICANA DE ESTUDOS LEGISLATIVOS"	"C"
"19890397"	"REVISTA IBEROAMERICANA DE EVALUACIÓN EDUCATIVA"	"A4"
"11372729"	"REVISTA IBEROAMERICANA DE INGENIERÍA MECÁNICA"	"C"
"11301406"	"REVISTA IBEROAMERICANA DE MICOLOGÍA"	"B2"
"01216651"	"REVISTA IBEROAMERICANA DE POLIMEROS"	"C"
"19884206"	"REVISTA IBEROAMERICANA DE POLÍMEROS (INTERNET)"	"C"
"18868576"	"REVISTA IBEROAMERICANA DE PSICOLOGÍA DEL EJERCICIO Y EL DEPORTE"	"B1"
"20271786"	"REVISTA IBEROAMERICANA DE PSICOLOGÍA: CIENCIA Y TECNOLOGIA"	"B3"
"21836663"	"REVISTA IBERO-AMERICANA DE SAÚDE E ENVELHECIMENTO"	"C"
"16908627"	"REVISTA IBEROAMERICANA DE SISTEMAS, CIBERNÉTICA E INFORMÁTICA"	"B4"
"18509959"	"REVISTA IBEROAMERICANA DE TECNOLOGIA EN EDUCACIÓN Y EDUCACIÓN EN TECNOLOGÍA (EN LÍNEA)"	"A4"
"16650204"	"REVISTA IBEROAMERICANA DE TECNOLOGIA POSTCOSECHA"	"B4"
"22366040"	"REVISTA IBEROAMERICANA DE TURISMO"	"B3"
"07194994"	"REVISTA IBEROAMERICANA DE VITICULTURA, AGROINDUSTRIA Y RURALIDAD"	"C"
"1415224X"	"REVISTA IBRACON"	"C"
"19834195"	"REVISTA IBRACON DE ESTRUTURAS E MATERIAIS"	"A3"
"23596384"	"REVISTA IDEAÇÃO"	"B1"
"25263552"	"REVISTA IDEALOGANDO"	"B3"
"1982257X"	"REVISTA IDEAS"	"C"
"21774099"	"REVISTA IDÉIAS"	"B4"
"15480992"	"REVISTA IEEE AMÉRICA LATINA"	"B2"
"23594799"	"REVISTA IFES CIÊNCIA"	"C"
"19848625"	"REVISTA ILUMINART"	"B4"
"22376933"	"REVISTA IMAGINÁRIO"	"B4"
"18529550"	"REVISTA IMAGOFAGIA"	"A3"
"21742464"	"REVISTA IMPOSSIBILIA"	"A4"
"07194706"	"REVISTA INCLUSIONES - REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES"	"A2"
"21827486"	"REVISTA INCOMUNIDADE"	"C"
"23188138"	"REVISTA INCONFIDENTIA"	"B4"
"25253263"	"REVISTA INDISCIPLINAR"	"A3"
"22382496"	"REVISTA INEANA (REVISTA TÉCNICA DO INSTITUTO ESTADUAL DO AMBIENTE, RJ)"	"C"
